,count,var,word
321,105,0.268252637635726,; and three grandchildren
322,377,1.1769584476267478,", N.J. , and"
323,114,0.2473400429561362,", and two daughters"
324,118,0.30064334998338293,He was 88 .
325,135,0.29489933085649367,in 1955 .
326,144,0.34257766578538795,"in 1979 ,"
327,304,0.7442621812391804,", with the"
328,365,1.6487418217171543,"His father ,"
329,154,0.3857024518727586,the chairman of
330,244,0.6267330023164568,for The New York
331,269,0.712337736419958,in the 1960
332,125,0.26770700542160014,", which has"
333,238,0.5475369665825072,the country .
334,142,0.3008715234547449,in more than
335,119,0.3729644198193462,. His father was a
336,119,0.4620512795075422,was 79 years
337,119,0.2794232171467404,a pioneer in
338,187,0.44792436545453646,"survived by a sister ,"
339,489,2.0811503911190914,died on Sunday
340,108,0.24058412408668609,the Middle East
341,598,1.549119300003472,", '' and"
342,456,1.69018010823359,died on Thursday
343,131,0.29572273947053834,. He continued
344,123,0.301347711568891,. '' Her
345,229,1.0605899772322556,", including ``"
346,196,0.4909598662705047,nursing home in
347,940,2.115971646966037,"New York ,"
348,645,1.546639153575627,War II .
349,113,0.26405622987981214,in World War II and
350,134,0.36527596589302636,He was the author
351,115,0.2573399933532076,in Washington . He was
352,191,0.48942217548524064,. But it
353,149,0.3865357810725145,. He was a member
354,200,0.5187375062623696,and chairman of
355,188,0.5061978859231849,the time of his
356,184,0.402220227082207,a law degree
357,112,0.2718538102489571,time he was
358,106,0.2516158153977411,"Company , a"
359,401,1.5921349596480179,grandchildren ; and
360,130,0.3393336342577666,a trustee of the
361,280,0.6534292984657813,"is survived by a daughter ,"
362,115,0.2751573652908468,"in Europe ,"
363,181,0.4410593201422612,of the world 's
364,104,0.253699138397131,", died on Wednesday at his home"
365,139,0.3518236516683945,'' He is survived by
366,168,0.3945218525701757,in the United States and
367,148,0.34123838671435164,and chief executive of
368,144,0.4138471535359448,in 1995 .
369,143,0.31950238342071713,he once said
370,186,0.4742734411039628,family moved to
371,116,0.2851473951022068,", Me. ,"
372,181,0.4098789192513926,retired from the
373,103,0.26140743349487355,"and his mother ,"
374,194,0.4146507209785667,", he moved"
375,391,14.161487294209849,. http : //www.nytimes.com
376,250,0.9193803602164673,", died on Thursday at"
377,232,0.5837967073576024,", among them"
378,252,0.6560483330935858,; two sisters
379,117,0.2773101323902163,"first book ,"
380,135,0.31717104577854277,", he won"
381,101,0.21443346015148732,here . He
382,140,0.29921478564094417,", he made"
383,248,1.0356793865109795,and `` The
384,177,0.4125277156363312,he was appointed
385,256,0.7974166794807565,of the board
386,123,0.3726171993194478,"failure , said his"
387,498,1.429070292310058,", Conn. ,"
388,138,0.3955139111413138,died Tuesday at
389,130,0.4774182667744703,a long illness . He
390,133,0.37328187856211037,in 1994 .
391,117,0.32185356223431427,on Thursday at his
392,279,0.6673379596331367,During World War II
393,118,0.2961890069989732,", and to"
394,101,0.23670517507353628,that he could
395,136,0.331417006860085,what he called
396,146,0.37533543980436607,executive of the
397,171,0.44070217905665143,", Pa. , and"
398,1962,8.353291898353678,"a son ,"
399,224,0.5083506530225544,He was 89
400,112,0.30748855412423554,"'s , the"
401,231,0.6239552383172704,and a former
402,328,1.297086820005853,"cause was cancer ,"
403,267,0.6018422527666033,He had been
404,199,0.5808502934013224,she is survived
405,164,0.40556346446694214,he is survived by two
406,698,2.5276461922311895,; two daughters
407,144,0.40939281055153504,", also of"
408,102,0.20229066324075776,was forced to
409,102,0.3002862088977733,complications of a
410,146,0.33079200996026814,was sent to
411,189,0.3729247374765006,was best known
412,128,0.39534526118422036,'' she told
413,214,0.5657114796057559,"wife , he is survived"
414,259,1.2374144969519,he told The
415,225,1.2165911875437128,"Surviving are his wife ,"
416,142,0.4166844410493996,said in a statement
417,381,1.0639232940312795,", who was born in"
418,312,0.7777243168436664,and in the
419,110,0.37205172593389907,He was 80 years
420,153,0.3360003174587427,. '' At
421,147,0.36720055952103414,"in 1974 ,"
422,117,0.2906731613434457,radio and television
423,642,1.5323832719083736,World War II .
424,201,0.536792972257082,and had been
425,141,0.3668632596068472,was 84 .
426,146,0.5312374442587091,was 81 years
427,184,0.4066745700666168,in 1961 .
428,213,0.5566936671941112,"his wife , he is"
429,174,0.42443241848998764,", of New York"
430,106,0.22488975749128223,of the few
431,108,0.2584014960243253,. She said
432,1167,3.812560453569179,. '' In
433,268,3.1403911686945993,old . He
434,118,0.2739172920769242,a previous marriage
435,118,0.26055426312369484,reporter for The
436,102,0.23792540711603613,the United States Army
437,130,0.31260757635130776,"death , he"
438,332,0.8474660343946706,the board of
439,119,0.3373296759440678,born on April
440,256,0.7172385057613802,he married in
441,109,0.2595522839668454,Parkinson 's disease
442,453,1.1045976954479393,survived by her
443,117,0.22831235956170848,", who also"
444,102,0.3270122668042321,76 years old
445,103,0.27031611946369316,; and five grandchildren .
446,2358,7.475637521639278,the University of
447,196,0.5755923829742907,", she is survived by"
448,130,0.9540329661063189,", died on Dec."
449,103,0.3638573221362989,. He was 79 years old
450,165,0.36606961274993677,once said .
451,137,0.3100183034806376,"in Chicago ,"
452,137,0.3189269894494572,became president of
453,101,0.2322508320891265,the late 1950 's
454,146,0.34860938189790724,1960 's .
455,1046,2.924757317672036,he was a
456,1094,4.2593340310811945,"two sons ,"
457,147,0.3582918735522146,was part of
458,220,0.4592536743369329,in 1969 .
459,121,0.25922490463836984,. His work
460,127,0.28747873274438124,", he went to"
461,117,0.2728557894058065,; six grandchildren
462,146,0.4198788696484641,. The couple
463,258,0.707684981721321,He was 84
464,137,0.2922009315429984,on Broadway in
465,155,0.39085123585696496,", he is survived by his wife ,"
466,106,1.151393098248521,grandchildren . http :
467,300,0.9121482532328709,. He is survived by a
468,117,0.2550384174681673,He was 94
469,1144,4.844589064538369,"; a son ,"
470,103,0.2614074334948735,the fact that
471,223,0.4905233604992038,. After a
472,153,0.3805437473028407,in which the
473,258,0.6096894360643054,of more than
474,299,0.7258098918160127,around the world
475,143,0.8228431406590245,"mother , the former"
476,290,0.7498772327518216,; three daughters
477,1052,4.746504233609952,", and two"
478,115,0.24397696439997824,and eight grandchildren
479,108,0.23612978110227628,was responsible for
480,386,0.993675626608995,"addition to his wife ,"
481,460,1.3557472433172455,and a sister
482,180,0.3960793845268625,He also wrote
483,228,0.5261085014459255,He was 75
484,695,2.283341848502736,"; a brother ,"
485,148,0.36351010163640063,the early 1960 's
486,918,3.334318778180663,. In addition to his
487,1361,26.15492978705463,old and lived in
488,119,0.3596013908661168,and lived in Manhattan . Mr.
489,133,0.7964444620810414,died on March
490,198,0.44696206864053256,and two great-grandchildren
491,174,0.39325201759911904,from New York University
492,101,0.27233991894881465,an interview .
493,252,0.718409134875323,In addition to his son
494,203,0.6753240311307981,of Manhattan ; a
495,116,0.258421337195748,", the family"
496,303,0.7673176224324284,returned to the
497,132,0.28773666797287706,Museum of Modern
498,261,0.8803626966136081,"said his wife ,"
499,106,0.2694331873353803,He was 81 .
500,1444,9.648206110088742,"wife , the"
501,445,1.2426823279646428,", N.J ."
502,183,0.4329938839589089,in 1987 .
503,108,0.28958189691519387,on Thursday at his home in
504,138,0.3197900804063472,in the South
505,192,0.5342929846578143,", of Manhattan ,"
506,135,0.3884405335290995,The Rev .
507,131,0.2689966815640796,the president of the
508,198,0.4692337835625815,his wife and
509,211,0.529719594644868,", died Thursday"
510,447,1.9554367289844792,. The cause was complications
511,145,0.45027554426813354,", died yesterday at his home in"
512,194,0.5260092955888117,", ended in"
513,119,0.6313163129151146,", and the former"
514,192,0.5209299557045849,from his first marriage
515,123,0.3280737694753498,1950 's .
516,515,2.570820581247117,of a heart
517,115,0.2573399933532076,in 1945 .
518,108,0.2673101819931449,to New York City
519,103,0.2836791484169225,in one of
520,101,0.2322508320891265,late 1950 's
521,243,0.5155629188347279,University of Chicago
522,115,0.292974737228486,. The cause was lung
523,112,0.2718538102489572,lived in New
524,179,0.44017638801394826,was among the
525,307,0.8932991403812482,", known as"
526,108,0.2539471530399155,on Monday .
527,497,1.1467006612070378,worked as a
528,206,0.47547383197503973,the University of Pennsylvania
529,105,0.26379829465131616,'' he added
530,119,0.3596013908661168,when he retired
531,270,0.6539848512656187,graduated from the University
532,121,0.29931399149805804,died on Saturday at his
533,656,1.5446947187761968,master 's degree
534,176,0.38087112663131634,"the war , he"
535,109,0.2818239988888944,The cause was lung cancer
536,395,1.0723954742287987,", however ,"
537,148,0.4258709034181379,of Manhattan and
538,142,0.318688895392384,"in 1971 ,"
539,822,1.962440662496714,from the University of
540,362,0.9669098863596906,"New York City ,"
541,115,0.2573399933532076,the company .
542,113,0.2863279448018612,", died on Sunday at his home in"
543,130,0.31260757635130776,by his daughter
544,204,0.6354432765710487,yesterday at his home in
545,563,1.3341997311521272,for more than
546,163,0.404958308738548,", for example ,"
547,320,0.7303733612432478,by a daughter
548,191,0.42706137370350344,she was a
549,417,1.006056517576798,Los Angeles .
550,269,0.9439635716092676,", and four grandchildren"
551,129,0.3161194636931364,He was 67
552,218,0.5526857505667134,of his career
553,101,0.22334214612030692,his law degree
554,390,1.4682566058700106,is survived by his wife of
555,201,0.6080624600076389,"his parents ,"
556,116,0.26733002316456755,vice chairman of
557,243,0.671464923289071,", whom he married in"
558,237,0.725839653573147,'' died on
559,179,0.40454164413867,", is survived"
560,202,0.7953730388242121,", `` I"
561,628,1.6918467666331016,New York University
562,185,0.8881404358113303,His death was confirmed by
563,139,0.298371535855477,that he would
564,143,0.36850015624922494,", but I"
565,184,0.4111289130510266,"lung cancer ,"
566,118,0.28728032103015366,United States Army
567,129,0.302756434739907,", '' was published"
568,627,1.8116576802694433,. He served
569,1093,3.5374427706211775,chairman of the
570,186,0.3718235524625375,for several years
571,109,0.3664565155926805,75 years old
572,342,1.1302920124404146,. He retired in
573,228,1.1497165192632972,his family said . Mr.
574,143,0.36850015624922494,"in 1958 ,"
575,174,0.3665259596926602,San Francisco .
576,139,0.47654525523186897,L.I . He
577,182,0.5929335667977839,. His death was announced
578,103,0.24359006155723428,the Navy in
579,2336,6.108144304839756,", he was"
580,104,0.25815348138154076,'s . Mr.
581,462,1.119428971086453,. He graduated from
582,170,0.44907515339705667,"a stroke ,"
583,109,0.34863914365504134,. He was 77 years
584,545,27.027782600284727,http : //www.nytimes.com
585,216,0.4990848259681252,. He served in
586,189,0.5021006840243847,in the field
587,206,0.5021998898814986,in the 1930
588,164,0.33874831970079516,"books , including"
589,304,0.7264448093015412,Fla . He
590,155,0.32849043407522777,", he moved to"
591,269,0.7746985382016953,"Conn. , and"
592,113,0.2996909737550906,". Two years later ,"
593,103,0.2569530905104637,. '' He added
594,1396,6.150673855784446,", '' Mr."
595,105,0.2771613236045456,died on Thursday at his home
596,416,1.2752218490979708,was a member of the
597,123,0.2746216536624322,in the New York
598,152,0.4065555230380801,He was a member of
599,142,0.3587779822520722,"to his wife , he is survived"
600,2669,20.11048556306764,. He is survived
601,112,0.25403643831131795,She is survived by a
602,157,0.3476669262553261,dean of the
603,279,0.7920595631966111,was the author of
604,208,0.524818825303446,part of a
605,423,2.370811652719976,His death was
606,119,0.2705145311779208,year . He
607,135,0.39734921949791907,"University of California ,"
608,273,0.652586048680314,. At the time
609,226,0.5840645631718095,"wife , he"
610,208,0.5337275112722656,"is survived by two sons ,"
611,116,0.28960173808661654,of the last
612,109,0.2818239988888944,. The cause was lung cancer
613,324,0.8111368495195955,one of his
614,137,1.1207087266432212,died on Nov.
615,108,0.25394715303991555,. '' On
616,2276,8.327081710904212,his home in
617,109,0.2729153129200748,"attack , his"
618,106,0.2427071294289215,of the State
619,129,0.2849390628022679,", from which"
620,205,0.5020113987529824,", said that"
621,573,1.460478866672288,in The New York
622,166,0.3622005843224984,where he worked
623,172,0.44568231308376444,at the end
624,253,0.8116725611480102,", died Monday"
625,120,0.3027365935684843,where he was a
626,161,0.48389640924400174,said . ''I
627,124,0.2978953477413306,", Michael ,"
628,194,0.9491718791077424,service will be
629,542,1.362443638672427,. He graduated
630,4388,55.60986304631425,", died on"
631,140,0.3437582154850422,master 's degree from
632,491,1.2830095088814044,the author of
633,106,0.2560701583821509,as well as a
634,480,1.2446763656926305,he had been
635,478,2.2163183714366497,of a heart attack
636,379,0.8977435627799466,. One of
637,113,0.37541480449005715,85 years old
638,133,0.3064667337959634,. Her husband
639,316,1.206244016646743,. A native of
640,162,0.37761717451798354,he graduated from
641,110,0.37205172593389907,He was 80 years old
642,109,0.2773696559044846,He received his
643,118,0.8886166239254766,died on Oct.
644,306,0.7337562809708285,At the time
645,182,0.4682119632343093,", he took"
646,118,0.256099920139285,and served in the
647,268,0.6058700105654239,. He earned
648,132,0.3055540399105162,more than two
649,155,0.3373991200440474,But he was
650,144,0.5920208729123368,", a family"
651,178,0.46644609897768363,the University of California at
652,294,0.8140138193758961,in Manhattan and
653,158,0.38842069235767673,He went on
654,153,0.33600031745874276,because of his
655,258,0.6096894360643054,. He was also a
656,117,0.27285578940580646,; four grandchildren
657,103,0.24804440454164414,University and a
658,104,0.23588176645949177,"30 years ,"
659,779,1.923075778393956,", and in"
660,275,0.7006016835233952,", N.J . He was"
661,104,0.27151651033477014,in divorce . In
662,150,0.44518628379819536,", and six grandchildren"
663,215,0.5435389705408208,was born in Manhattan
664,153,0.4651762640066269,", died yesterday at his home"
665,151,0.39246829132792,New York Times Book Review
666,111,0.2350980401882927,", England ,"
667,139,0.4141844534501318,", died Saturday at"
668,302,0.8749956597437512,". His wife ,"
669,121,0.3037683344824678,with whom he
670,102,0.24683409308485574,", who helped"
671,130,0.330424948288947,1960 's and
672,150,0.37391679604763867,what is now
673,343,0.9064042341059817,". In addition to his wife ,"
674,101,0.2367051750735363,State University of
675,105,0.28161566658895537,. Her death was
676,110,0.23842143640160518,'' he once said
677,159,0.36234939310816916,He was 71
678,138,0.301972708468708,was the only
679,192,0.48529521182930646,"the 1960 's ,"
680,109,0.24618925501361602,to make the
681,225,0.7043417443365856,", his wife ,"
682,362,0.9669098863596906,"York City ,"
683,237,0.5565746201655746,; his mother
684,207,0.4711980595334348,editor of The
685,299,0.7480816067380619,", was born"
686,1949,8.696802099195938,"a daughter ,"
687,185,0.44270613737035036,"for example ,"
688,276,0.6154632169483286,"first wife ,"
689,212,0.5966637070252627,Medical Center .
690,109,0.2773696559044846,"New York University ,"
691,131,0.32244879737699716,on Wednesday at his
692,119,0.29724058908437956,He was 82 .
693,114,0.3230638736911028,", the director"
694,177,0.3902560007142822,Wednesday at his home in
695,170,0.6673379596331367,years old and had
696,231,0.6061378663796312,born in New York
697,134,0.34745859395538714,enlisted in the
698,113,0.4244125773185649,", a spokesman for the"
699,442,1.70354313718682,lived in Manhattan .
700,118,0.3852758666871693,died of pneumonia
701,114,0.2918834728002342,"of Cambridge ,"
702,3292,20.30635760735314,is survived by his wife
703,157,0.4100277280370633,. Two years later
704,1277,10.095961825586183,was born on
705,2247,5.585726261278466,", where he"
706,168,0.40343053853899535,"by her husband ,"
707,138,0.30642705145311777,He graduated from the
708,109,0.23728056904479639,", '' he once said"
709,191,0.42260703071909367,. He was 72
710,201,0.7862361793840307,"book , ``"
711,115,0.270703022306437,the late 1940 's
712,151,0.38355960535910033,is survived by his second wife
713,159,0.5939752282974788,", ' ''"
714,105,0.2593439516669064,'' He added
715,205,0.6089156303788176,survivors include his
716,141,0.393589317513306,was 90 .
717,139,0.30728022182429654,and director of
718,604,4.943189765923782,", his family said"
719,118,0.6391734167985278,", died on March"
720,124,0.3424387775854286,the early 1970
721,238,0.5119022227072287,in charge of
